Emotion,Clean_content,Sentiment
worry,beautiful daywish bike hadnt run car hit run,Positive
sadness,oh gosh hollyoaks sad tonite,Negative
sadness,way people crying school picnic decide want public im confused sad,Negative
worry,poor baby girl chloe freaking noise cute pitiful hiding middle table,Neutral
sadness,bit tongue sooo badits swollen,Neutral
sadness,dont roll eyes cant handle cries,Neutral
worry,dont know ask carolyn wont boxes time,Negative
sadness,mcfly anit ages z,Neutral
worry,ugh reno,Neutral
worry,im slightly disturbed hollyoaks tonight dont think shown pm,Positive
worry,yeah precisely thinking,Positive
sadness,working graduation shame,Neutral
worry,waited long buy pink tickets going nose bleed sad taking binoculars,Negative
worry,spent hour trying newborn bird garden fly poor baby success,Positive
worry,argh dont feel good,Positive
sadness,spgridview looking prettier im pretty sure code ugly,Negative
sadness,feeling effects spring sinuses killing,Neutral
worry,tomato soup tastes like red peppers,Neutral
sadness,soo sad mcmcbuddy thinks look like little rainbow like burritos ok burritos,Positive
worry,sorry bad week feel like good sleep better fog,Positive
worry,lonely lonelyyyy plz come,Negative
worry,endodontist able removing hope ceramic crown doesnt shatter time later,Positive
worry,sun came pray guys writing skills test pass class graduate,Neutral
sadness,loves brittany forgot flowers,Neutral
sadness,im sad want sd zoo hi giraffes elephants polar bears,Negative
worry,photoshop wont let save disk error blend took hours,Negative
sadness,feelin,Negative
sadness,someand best friends schoolthe change schools,Positive
worry,dad sad mom come,Negative
sadness,think june gloom arrived,Negative
worry,wheres phone,Neutral
worry,homey missed da bus,Neutral
worry,think die played pushit missed came time isis toured,Neutral
worry,sorry didnt,Negative
happiness,lol girl video disturbed love hk theme cute,Positive
worry,woke boxes ceiling cant find yerba mate coffee beans,Neutral
sadness,advice dont pressure wash foot hurts worth want skin foot fyi ow,Positive
worry,feel like junkie live chronic pain disorder fentanyl morphin nice sucks,Negative
worry,hi angela check email need thing sorry day,Negative
sadness,today slower time dragging,Neutral
worry,sorry thats probably fault,Negative
sadness,urghh im gon na project dont wan na waste valuable weekend time,Negative
sadness,following followers nice,Positive
sadness,doubt boo leave awesome roadtrips,Positive
worry,poor thing,Negative
sadness,yucky new throwback pepsi mountain dew plan keeping drinking,Positive
worry,shoutout starvin like homeless cambodian kids lmao,Positive
sadness,wanted dm couldnt cuz following thankss anyways maybe ill ya elleay,Negative
worry,phone isnt working,Neutral
worry,ran accela unit tests time years failed,Negative
worry,yeah thought little warning guys dont miss shifts dayswk break thats sure,Positive
sadness,sad tea oatmeal cold,Negative
worry,want espresso machine,Neutral
worry,sorry,Negative
worry,thank ur gnite thank ur photo sims heart broken,Negative
happiness,hey glad friday happy ate bad apple,Negative
happiness,finished new moon woo want,Positive
happiness,sitting garden mummy got text boy thought got hint obviously,Neutral
worry,craig hog u guys haha work till tonight anyways,Positive
worry,saw half rro staff walk bysadly didnt,Negative
sadness,im sad right becuz lady,Negative
happiness,dionusia,Neutral
sadness,wants goto lonovala frenz weddingbtno transport arrngmnts wrkg,Positive
worry,time leave passive agressive note owners dogs fault shitty owners,Neutral
sadness,lonely days baguio,Negative
worry,thats buenohope u feel better,Positive
worry,feeling like bum recession dont try text,Neutral
worry,mean hit dog car laying,Negative
worry,nice come business meeting feeling desired amp valuable come date like date,Positive
happiness,buying awesome new phone sony ericsson berryd like,Positive
enthusiasm,got dreaded babysitter little h bumped head sitter says shes fine goose egg going fast,Positive
worry,gosh im sorry man ill hope good news,Positive
worry,trying stay upbeat wait keys locked car,Neutral
sadness,aww im sorry im home hope ok love ya wifey lt xx,Positive
sadness,running town kathleenshes leaving month,Neutral
worry,got insurance forms polo feel bit,Neutral
worry,wish didnt close,Neutral
worry,got home big shop totally munched starving im weigh morning oops,Neutral
sadness,impossible watch flash video mac,Negative
happiness,suchatease,Neutral
worry,ill weeks ive got bad viral infection,Negative
happiness,dollhouse saved coming season bad scrubs isnt,Negative
worry,going tmobile need new phone g working anymore,Positive
sadness,know list miss bc conflicting plans,Neutral
worry,incredibly worried stanley,Positive
worry,thnk ima cry feel rlly bad,Negative
sadness,watching final episode boys flowers,Neutral
sadness,hey ugh way videogtblah pouts social media tv live gt,Positive
sadness,pumped bummed time,Neutral
sadness,tonight night jay leno gon na cry like baby,Neutral
enthusiasm,shouldnt sit weirdly pc know im going hit deck,Negative
worry,missing haayy,Negative
happiness,haha itll gross time comes tell yum vancouver malay spot soon indian,Positive
happiness,want massage,Neutral
worry,bloody sunburned,Negative
sadness,feel pain lived apt mos previous tenant cats burning eyestight lungs gregg,Positive
sadness,child miss havent msned days,Neutral
worry,oh opera google friendly weeps,Positive
worry,starting spoil pug brother max passed away tuesday miss,Neutral
worry,damn want movie sooo bad dont tell hehe,Negative
sadness,sad casue going seperate ways going friends,Negative
worry,yes im starting feel effects humidity,Neutral
worry,annoyed overwhelmed,Negative
sadness,wish rainbut wont,Neutral
sadness,dave cant happen im working listen whining big time,Neutral
sadness,fun idea saw clothing look slouchy buy think people r buying dream,Positive
sadness,sick,Negative
worry,answer,Neutral
worry,sorry hear kiddo hope feels lots better cast,Negative
worry,potluck danielle taking veggie tray miss,Neutral
sadness,hes,Neutral
worry,im game bad leaving hi,Negative
worry,dont anymore,Neutral
enthusiasm,buy deck sleeves x card pages man pages expensive stupid organizing collection,Negative
worry,californias budget deficit billion means big problems lots cuts including state parks,Neutral
sadness,burned tongue workkkkkkkkkkkkkkkkk,Neutral
worry,lupos bit far methinks luv theyre hour way providence love providence,Positive
sadness,soooo hungry right lunch time,Positive
sadness,pool orlando got new kicks going seaworld tommrow miss best friend,Positive
happiness,night didnt meet ended possibly best pizza chicago,Positive
sadness,bored fun companion missing bff alreadyyyy,Negative
worry,yay friday boo im broke dosh,Neutral
sadness,okay rap mix couldnt stuff wanted im getting ready leave,Positive
sadness,jus skinned knee wat hurts lyke hell tho tha little ones hurt tha,Positive
sadness,sad come pooch hall game accepted friend request facebook,Negative
happiness,live pv migrates vmware vsp exams magento config quiet weekend party central,Positive
happiness,want,Positive
worry,oh sick im feeling kinda sick im hating overcast weather,Negative
worry,ff,Neutral
worry,sorry hear dude probs thats,Negative
worry,gon na arthroscopy repair knee,Neutral
worry,yeah stomach bug fever etc fun,Negative
sadness,woke came realization want need drop friends dammit,Positive
worry,aniya wasnt,Neutral
worry,interview somebody hire im late,Negative
worry,sigh metal friends planning stuff sunday afternoons im work feeling like im losing touch,Neutral
sadness,life sadjust reminder phone recharge toothbrush,Neutral
sadness,im depressed againugh help,Neutral
worry,low point poor pigeon outside building isnt capable flying wandering sidewalk sad,Negative
worry,cant wait long,Negative
sadness,money honey hehe soon sorry,Negative
sadness,sooo lucky fiance away wthe marine corpshavent seen,Positive
sadness,looking forward driving storm,Neutral
sadness,dont like sick guidance counsellor supposed kids school bowling amp pizza,Negative
worry,reel big fish cover ednas goldfish,Neutral
worry,putting quotsuitquot ampdont mean jeansamptampheading ttown deal w family emergency plez pray p god willing,Neutral
sadness,yeah sorry busy night ill try week,Negative
sadness,shit home tallcree rez cant boyfriend,Negative
sadness,cried whilst watching hollyoaks need life lol,Positive
worry,somebody accidentely sleep hours instead cant hang work blows sorry,Negative
worry,mask nonexistent mo charis didnt send amp havent bothered im wearing boy clothes,Neutral
sadness,wasnt working today,Neutral
worry,poor goose,Negative
happiness,im getting weekend aw want,Positive
worry,head throbbing lack sleep mucho work doesnt feel like friday,Neutral
happiness,week day,Neutral
sadness,miss babies haha im dreading taking kennel,Positive
sadness,kidding az landmark kinda news makes sad,Negative
worry,woot lol gon na hard send,Positive
sadness,raining wish wasnt,Neutral
worry,dunnotipsy gave st set lostnot sure mental state injury bad timing,Negative
worry,month im high school ohh friends,Positive
sadness,whew end going mugglespace apps youtube haha days guess hate ill,Negative
sadness,ready saddenning depressing dullful upsetting dreadful weekend,Negative
worry,ohhh ok like frustrating hands g iphone week upgraded couldnt unlock,Positive
sadness,dishesi miss kitchen team,Neutral
sadness,darn bacon,Neutral
worry,month old african grey parrot sad sale reptile forums uk,Negative
worry,man wish lived near drive perfect movie experience,Positive
worry,sitting boring ass litterature listening jack johnson missing gf soooooooooooooooooooooooooooooooooooo,Negative
worry,terrible headache need relief,Negative
sadness,waaa octo drive cant,Neutral
worry,sooo tired wish time nap work,Negative
worry,day shower end sight stuff toes,Neutral
worry,happened winston,Neutral
worry,missed massage appointment maro needed,Neutral
worry,urghhhhhhhhhh makeing cry,Neutral
worry,closet situation close closet located near nyc,Positive
sadness,ah shit chest hurts,Negative
worry,schoool needs end work tonight hittt lt,Neutral
worry,fuck traffic going late,Negative
worry,workboyz sick,Negative
sadness,rain come quotafterquot flat iron hair rockin curls weeks today decide come nice,Negative
sadness,ii wan na home thee weekend ii gas sukks,Neutral
worry,hoping job strep looks like wont looking places couple days,Neutral
worry,gcse level work x better degree work oh uni,Positive
sadness,cancelling javaone,Neutral
sadness,spring cleaning tomorrow park want clean accessible public transportation,Positive
sadness,says misses cousins badly,Negative
sadness,dont reply fans dont know trust,Neutral
worry,wont time vegas trip ill look like noob,Neutral
enthusiasm,appreciation lunch work good food sucks day lol,Positive
