Emotion,Clean_content
worry,know include straight white men right wan na problem
worry,work extremely slow start ups
sadness,yesbut im going paid pub
sadness,hey dee wish mastermind session tomorrow im wedding statesboro hope chat soon
worry,scary
worry,downside nice weather brings chavs
sadness,wishing got fij
worry,need sumthing excruciating headache
worry,mother taking gambit vet today hope
sadness,bad net issues weds couldnt broadcast tonight tho tune new anthems bad mixing
happiness,sick ians coming good
sadness,stole new laptop airport havent guess economy breeding new set quotopportinistsquot
worry,haha cudnt tickets dublin soo upset
sadness,tanning emily bad prob gon na rain
sadness,think hayfever sure wearing horrific weather wed
worry,tom tour philippines awesome
worry,hoping left bb home didnt lose metro
happiness,congrats mollie wish got tickets
sadness,omg feel bad good
worry,oh kasa lose hair
sadness,lunch time feeling odd today generally great
worry,reason cant find latest arena magazine folded recession grrrrr gqfhm survive justice
sadness,shopped til droppedcome bac sunshine miss u
worry,sisters laws house car tree got hit lightning night aint shit lol news awww sorry
sadness,looks like dialed lotpayed attention small important details gameplaystill blood tho
sadness,sorry man patsy generally
sadness,soooo disappointed looks like btw image gone
worry,wow drank drink water ice cubes took ages melt brian freeze
worry,waiting email max consider news bad news
worry,missing mom today quotdatequot year flowers yr felt weird
happiness,hit leaving conti boooooooo
worry,yes hoped gas price story guess wasnt meant
worry,hurts
sadness,im dealing cancer direct family bugger cancel sucks
sadness,tis sad day
sadness,stomach effing hurts sadly therell gym class afternoon
sadness,wish
sadness,wish kiau cat heaven meet seuss
sadness,steve chai sounds awesome wishes im stuck idontknowwhatdamnbrandcoffeethisis
worry,wasnt given exact date shouldnt longer accept apologies inconvenience
sadness,cab slow probably miss beer
sadness,creeper feel disappointed damn cyberstalking skills internet privacy
sadness,passed away
worry,cant feel tail bone
worry,good luck wireless working post
worry,different poetry catullus ovid extract aeneid x
worry,omg im year work permit going home end juneim gna miss
worry,jobs aspire supervisor talk stress little pay
worry,tired dont know
worry,kidney stones deserve kind pain twice times life took drugs peace
sadness,school w linda miss
worry,definite yetand week resorted giving away
sadness,got thinkin weird wout dog
worry,thought u came u mom said rj took
worry,maaaaan spent hour project work computer bork crash lost
enthusiasm,great podcast wish guys chi shows summer times alpine
sadness,noo u dont know upset right
worry,use lbs tabby cat got north shore animal league diabetes
sadness,discovered cant swim im sorry
worry,im looking forward going home tomorrow wish different reason
sadness,quotstunningly beautifulquot quotnew piecequot dont usually wish
worry,hey presentation large post sorry rules entities cataloguing rda live gt
worry,tgif dont feel good
happiness,hahaha chivalrys dead rare
sadness,shares miss niece nephew
worry,aww sorry lord strength rest today
worry,rlly dead descanse em paz
sadness,experiencing pain paginating aspnet listview controls
worry,painting nails green attempt look like army person annoyed tan apart freckles sunburn
worry,trying revise environmental studies write personal statement time hard
worry,bad news btw started friends jedi academy unleashed mod sp pc
worry,entered seconds post didnt
worry,internet today
worry,super hungry dominos martabak tempting fattening
happiness,morning love breakfast wasnt stuck shop right getting maintenance ride
happiness,dnt like wearing skinny jean cuz yall bitch ass nias
sadness,dont
worry,sorry
happiness,ooh lovely ridiculous revision left
sadness,sorta needs forget e la practically ethics exam selfimposed revision time
sadness,beyonce helps day im starting sick
sadness,oh poop stupid twitter wont let new picture
sadness,chick wont shut stop chirping sit bloody thing
worry,early class blahhgt hang kiddies
worry,wouldnt able far
sadness,head starting ache reinstall operating systems computers
worry,damn lol friday saturday lol im australia
sadness,picture makes thristy everyday
sadness,columbus blue jackes movieing anew city play thats sad news
sadness,stupid rain picnic cancelled till tomorrow
sadness,wants home seniors
sadness,philadelphia phillies brett myers indefinitely injured hip nooooo
sadness,rain away puppy getting cabin fever doesnt like going rain
worry,wisdom teeth pulled
worry,woke felt sharp pain leg school today
worry,maybe took look said quotthats girlquot
worry,taking load old broken concrete landfill tried find recycler
worry,sitting connection listening employees reminisce mope shift
worry,misses driving
happiness,world im chillin bout money economy money easy money anymore
sadness,crying hard
worry,miss wish
worry,im conflicted like mike feelings darrin complicated dont know
worry,im tired today slept badly im glad quotoffquot friday ive got ton stuff
sadness,awwwwthanks unfortunately closes pm sweden friday presentation monday
happiness,lookingbut lets sure lunch week
worry,afraid caught thing going feel utterly drained
worry,cold away turns sinus infection keeps getting worse worse day
worry,got ta assignments tomorrow omg mackillop swine
sadness,ughhh tummy ache
sadness,busy ugh largest headache
worry,happened suffering neckshoulderback pain like cant
worry,noticed
sadness,fab day placement working weekend
sadness,gorgeous day im going work allll day got ta telling nyc
worry,im sure lots studio equipment collected analog stuff cant bought anymore seriously condolences
worry,bye la miss
sadness,quoti think breaking heart im trying im falling apartquot
sadness,pengen nonton friens comeback di prost beer house kemang besok tapi ga bisaaaaaaaaaa
worry,wan na watch pcd concert dad
worry,dreary rainy crappy day
sadness,lol cut bangs like kate hudson bride wars months ago super cute looks diff time
sadness,yay lol know felt gone
sadness,columbus wanted sorry missing indiana tomorrow sad woods gs
sadness,missing ontario
worry,tired
worry,newest versions better
worry,meowmies friends money wouldnt able pay
sadness,bad day close relative died wont going florida
sadness,phew melting stupid fan picked good day stop working
sadness,sucks save
worry,gah sunlight bright today giving headache resorted wearing new sunglasses
sadness,bad grades
worry,waiting doc come break water
sadness,good time recourse small claims atty involved
worry,want borrow mx weekend
happiness,saw fleetwood mac im insanely jealous dont money buy tickets think ill
happiness,early feel good day walk work im feeling alright guess dont work today
sadness,internet pocket edge network denver sob
worry,garden attacked bugs came inside
worry,know sounded stupid jobs sucks dont like feeling like feel bitter angry
sadness,cant cupcake cant connect tmobiles network sim card corrupted
sadness,vcenter screwing today specifically mssql server connects
sadness,recording eqpmnts day minds gone blank outfit gay nt arrived eitha
worry,eatting candies bought little mexico night charged ass swipping card taste like shampoo
sadness,hey ruthie girl u send lovely twitts respond im hurt hows mikey dion
sadness,heading farm dont want wan na stay talk boyfriend stupid mom making gtlt
sadness,looked ebay like euro doubt parents fork
sadness,theres area makes tonsils swell everyday dont feel slightly miserable
sadness,agree bacon cupcake drive shop instead office
sadness,makes sad follow converse similar bios dont follow
worry,know youre old party like rockstar whenyou realize claps dance
sadness,browsin videos multiply saw video u sang bf miss n miss pls come u r
happiness,night gillette stadium
sadness,im sad ill probably fleetwood mac
sadness,feel guilty bc think fault hard drive died
sadness,messages cheer
happiness,hey welcome va lol muggy dc worst summer id
sadness,costume shop cleaning starving bring food
sadness,sorry dont twitter user named
worry,hi otters favorite fact slowly killing shell open
worry,sorry guys didnt sign sorry
worry,horrid dream suspect cancel plans tonight
anger,link ff quothow worksquot broke
worry,sorry hear mum
happiness,dont think im time weekend
worry,online portfolio greatesp jobs trying look
happiness,want dazzle
worry,agree cant sell im brick amp motar store soon hopefully
worry,day hair weather sucks sun
worry,hours sleep migraine wrong hate life
worry,riding time dismal rainy weeks havent able gym instead
worry,dammit passes work
sadness,im sick stupid guys moment u believe suck reality
worry,going doctors scared shit
worry,body hurt need rub like
worry,lost help find good home
worry,im totally gutted ended foot cast today cant travel nottingham guys xxx
worry,characters find rarely elaborate
sadness,curses ridiculously slow internetz work dang image loaded
sadness,lmao need shopping partner today
worry,throat hurts
worry,effy breaks heart
happiness,concert tonight fenwayyy hopefully rain stops
